state,crop,season,rainfall_mm,avg_temp_c,max_temp_c,min_temp_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,area_hectares,pesticide_kg,irrigation_mm,yield_tons_per_hectare
Uttar Pradesh,Rice,Rabi,772.86,28.22,33.16,20.0,52.89,6.59,67.43,30.62,47.01,22.54,6.24,842.26,5.819
Karnataka,Wheat,Zaid,1043.64,36.96,44.51,28.6,62.81,7.19,20.35,48.69,54.3,24.71,11.59,630.21,5.295
Uttar Pradesh,Barley,Rabi,978.51,22.27,26.79,13.87,63.82,6.48,68.83,50.49,63.07,19.22,6.73,1161.18,5.296
Uttar Pradesh,Maize,Zaid,956.87,32.61,40.39,25.8,64.19,6.55,35.99,59.35,56.81,4.75,11.59,801.88,5.764
Uttar Pradesh,Soybean,Rabi,1074.67,24.87,33.4,16.35,67.18,6.14,63.91,44.68,32.69,19.35,14.74,453.54,3.902
Karnataka,Wheat,Rabi,772.99,24.1,32.49,18.39,73.01,7.33,78.89,47.92,54.21,13.15,11.66,232.16,5.676
Maharashtra,Maize,Rabi,771.85,20.08,28.62,13.17,70.74,6.53,81.52,12.62,42.89,6.32,14.37,563.26,5.31
Maharashtra,Barley,Zaid,870.12,22.3,30.98,14.58,68.05,7.14,20.41,51.33,18.87,21.82,14.24,1019.17,4.497
Maharashtra,Maize,Rabi,928.2,19.81,26.63,15.33,61.67,6.32,59.05,19.57,16.13,23.09,8.57,846.95,4.852
Karnataka,Soybean,Kharif,822.61,26.23,31.75,18.86,78.28,6.21,70.96,21.69,56.58,2.71,6.79,1065.96,4.155
Punjab,Maize,Zaid,1066.31,25.0,32.6,17.54,65.5,6.66,21.24,22.66,15.25,10.73,7.41,637.08,5.158
Karnataka,Maize,Zaid,1129.33,24.33,30.21,17.08,44.23,7.54,65.24,29.32,68.19,21.3,6.34,647.79,5.136
Karnataka,Soybean,Rabi,877.6,25.36,30.74,20.41,70.62,5.86,87.58,37.01,68.69,18.9,1.42,538.43,4.33
Uttar Pradesh,Barley,Zaid,661.32,28.3,37.15,21.69,70.36,5.06,72.66,50.42,40.49,14.92,5.3,609.57,4.315
Bihar,Maize,Zaid,751.57,31.36,37.96,23.91,80.86,7.13,62.37,34.09,24.12,13.28,13.22,660.45,4.964
Punjab,Rice,Kharif,1052.31,31.8,39.89,23.82,60.91,5.0,69.97,36.21,18.31,5.12,13.71,515.53,5.413
Punjab,Rice,Kharif,1258.74,23.15,30.52,17.49,89.89,6.61,81.84,58.71,20.15,10.01,10.17,774.57,6.956
Maharashtra,Cotton,Kharif,906.56,18.41,24.7,10.15,71.57,5.76,115.91,36.59,30.42,23.43,4.04,951.18,3.371
Haryana,Maize,Zaid,878.5,33.41,40.89,27.83,65.08,6.41,47.46,36.34,46.52,23.09,11.58,1124.74,4.921
Maharashtra,Rice,Rabi,585.72,16.94,22.21,7.92,60.45,6.13,64.63,21.27,51.58,9.28,13.2,728.36,5.056
Punjab,Rice,Zaid,1048.63,23.46,29.6,15.49,74.21,6.16,65.73,43.41,34.05,2.64,4.17,214.49,6.158
Maharashtra,Barley,Zaid,938.61,36.72,41.73,28.68,58.0,6.54,117.02,11.35,37.21,16.12,5.87,581.21,3.816
Uttar Pradesh,Soybean,Rabi,870.46,34.12,40.94,28.69,62.39,7.16,93.4,20.81,41.16,6.04,10.43,550.45,3.499
Haryana,Cotton,Rabi,485.69,20.02,29.32,14.26,56.99,6.58,87.06,41.86,57.94,23.06,8.0,381.78,3.008
Punjab,Soybean,Zaid,1084.21,27.66,34.36,17.88,77.68,5.13,75.51,13.88,45.53,1.21,11.95,934.53,3.913
Bihar,Maize,Rabi,941.54,29.35,34.26,25.31,68.47,5.79,107.92,43.7,59.65,17.0,10.34,947.11,5.467
Uttar Pradesh,Maize,Zaid,497.51,18.38,25.02,12.39,52.1,6.44,31.11,51.53,64.17,8.77,14.2,1149.36,4.152
Punjab,Cotton,Kharif,692.68,22.29,30.61,14.48,62.39,6.55,114.84,37.58,73.76,20.46,5.4,1013.67,3.773
Maharashtra,Cotton,Kharif,617.62,32.49,42.19,26.32,47.61,5.87,72.26,19.98,19.21,20.42,5.26,779.39,2.735
Karnataka,Barley,Rabi,868.4,31.53,37.55,25.66,49.66,7.2,69.57,16.94,29.52,4.54,12.14,649.72,3.878
Maharashtra,Barley,Rabi,1045.85,26.37,33.58,20.22,68.11,6.4,93.24,13.31,73.87,4.68,1.92,373.22,5.152
Haryana,Maize,Kharif,997.12,27.47,34.58,21.27,56.19,6.95,59.48,36.75,18.36,19.51,10.54,729.3,4.819
Uttar Pradesh,Soybean,Rabi,754.4,31.52,35.79,27.51,59.85,6.95,77.02,44.06,42.35,10.51,8.86,796.83,3.429
Uttar Pradesh,Maize,Zaid,377.13,33.46,42.74,26.13,53.62,5.52,39.9,28.02,74.32,13.31,1.25,605.56,4.319
Karnataka,Soybean,Rabi,843.44,22.82,26.93,16.15,59.91,6.25,84.7,16.3,74.59,15.95,3.66,594.09,3.847
Punjab,Cotton,Zaid,787.2,27.02,35.7,19.29,69.58,6.54,25.82,19.47,40.73,8.86,8.12,466.53,2.708
Karnataka,Soybean,Kharif,804.48,25.72,34.8,19.04,89.41,6.48,23.43,23.11,22.73,2.9,14.21,1005.57,2.883
Uttar Pradesh,Soybean,Rabi,886.27,28.36,32.45,19.42,45.82,6.82,68.96,18.02,54.17,16.37,4.51,980.84,4.573
Uttar Pradesh,Rice,Zaid,420.05,22.54,27.76,14.06,67.29,6.63,116.71,50.52,23.24,4.48,8.39,302.38,6.293
Karnataka,Cotton,Kharif,1182.76,21.53,26.86,14.59,95.0,5.93,92.11,55.33,27.87,9.94,12.18,573.85,4.224
Maharashtra,Barley,Zaid,202.42,27.51,35.03,20.81,56.5,6.49,104.21,29.53,52.82,21.5,11.72,398.24,3.906
Punjab,Soybean,Rabi,863.18,29.17,38.82,23.04,61.7,6.81,118.46,52.48,77.24,12.64,3.54,773.18,5.304
Haryana,Soybean,Rabi,790.31,25.7,35.25,17.36,63.65,6.22,93.45,30.32,18.86,10.17,2.4,1053.7,4.613
Haryana,Wheat,Rabi,745.62,20.94,25.87,13.05,63.99,6.66,34.92,35.63,16.55,2.71,1.68,257.19,4.679
Punjab,Wheat,Rabi,642.68,26.18,35.86,16.92,35.26,6.73,115.91,27.8,21.38,18.31,10.82,441.03,5.497
Maharashtra,Soybean,Zaid,867.67,23.15,31.96,14.64,46.21,7.24,72.19,27.55,61.84,3.35,2.55,326.27,4.352
Uttar Pradesh,Soybean,Rabi,201.57,25.64,34.2,17.69,54.48,7.04,114.64,30.4,72.06,19.56,12.99,216.92,3.776
Haryana,Soybean,Rabi,738.68,25.29,31.63,18.83,66.28,6.02,47.28,28.03,59.62,0.5,11.33,538.97,3.218
Karnataka,Maize,Zaid,799.3,25.17,29.35,19.07,60.01,6.7,81.68,21.47,36.48,21.52,10.62,485.65,4.917
Uttar Pradesh,Cotton,Rabi,786.81,35.32,41.06,28.43,79.9,7.0,51.21,20.94,68.0,6.27,7.15,872.74,3.19
Bihar,Cotton,Rabi,655.57,23.72,32.76,14.04,44.37,6.2,81.17,36.33,34.72,11.17,12.52,500.48,3.364
Bihar,Barley,Kharif,821.41,11.13,20.88,6.11,61.71,6.7,43.56,23.01,34.32,23.02,3.04,373.64,3.526
Haryana,Barley,Zaid,915.0,24.38,33.32,16.04,65.91,6.66,114.13,29.49,62.61,18.28,4.39,1120.58,5.422
Bihar,Maize,Kharif,348.64,21.28,27.17,11.49,68.62,5.87,31.22,45.94,38.64,21.83,13.15,568.09,4.2
Punjab,Maize,Zaid,1049.89,22.75,27.13,15.64,55.73,7.24,115.06,10.68,70.27,20.12,11.5,724.92,5.217
Bihar,Maize,Kharif,1127.98,16.65,22.06,9.32,72.14,6.55,95.26,18.69,26.31,1.57,2.78,440.17,4.824
Maharashtra,Soybean,Rabi,956.72,22.44,26.95,13.89,61.53,6.51,67.07,58.49,39.22,24.01,4.17,305.54,4.242
Uttar Pradesh,Soybean,Zaid,730.89,30.83,40.64,23.8,73.15,7.13,40.79,39.08,70.53,12.19,5.06,775.55,3.778
Punjab,Wheat,Kharif,854.93,29.11,36.62,22.7,66.49,5.68,31.18,17.71,71.96,3.69,13.81,871.96,4.682
Haryana,Cotton,Rabi,1123.82,14.9,19.24,6.29,71.31,7.21,25.45,47.13,62.01,0.82,13.44,332.2,3.082
Uttar Pradesh,Rice,Kharif,636.19,26.95,32.06,22.88,81.32,6.24,83.26,39.12,48.23,9.69,4.84,1156.95,5.914
Bihar,Rice,Kharif,1157.38,29.15,38.93,22.42,71.23,6.91,30.79,34.52,44.51,11.24,8.29,738.37,5.404
Maharashtra,Soybean,Rabi,527.79,24.28,33.26,18.43,66.0,5.86,24.42,44.0,35.92,10.88,12.65,619.58,3.272
Uttar Pradesh,Rice,Zaid,821.78,27.61,34.84,20.99,57.37,6.46,59.06,27.43,72.67,0.92,14.12,558.22,5.486
Karnataka,Soybean,Zaid,1400.3,27.81,36.89,20.72,81.04,6.55,97.6,18.51,17.97,13.75,3.62,928.73,4.272
Punjab,Maize,Rabi,955.57,25.93,35.64,20.45,71.27,6.03,30.08,48.78,19.68,23.06,8.34,896.37,5.008
Haryana,Wheat,Kharif,792.82,20.28,26.26,14.64,47.61,6.16,33.79,27.97,34.75,10.83,9.54,803.15,4.279
Punjab,Maize,Kharif,791.34,28.88,34.18,22.98,50.07,6.14,36.36,55.12,35.9,24.58,4.64,925.65,5.01
Bihar,Soybean,Zaid,1205.1,25.72,33.24,20.22,62.74,6.1,112.54,16.92,28.26,3.12,3.42,490.24,4.069
Punjab,Maize,Kharif,863.36,19.99,25.68,13.26,71.54,6.8,93.16,39.0,22.29,22.45,4.88,356.25,4.72
Haryana,Cotton,Kharif,962.39,20.46,27.07,12.35,72.49,5.97,20.58,29.24,76.42,19.48,11.24,504.52,4.09
Bihar,Wheat,Kharif,836.98,21.83,28.57,17.39,54.37,6.5,55.92,11.17,43.28,15.14,9.14,755.3,5.48
Karnataka,Rice,Rabi,756.82,19.22,26.96,12.33,68.57,6.67,64.09,47.87,72.37,19.84,0.86,200.19,6.058
Uttar Pradesh,Barley,Rabi,1293.01,28.68,37.41,19.87,52.96,7.02,33.83,44.05,54.29,8.67,3.52,1085.1,5.484
Punjab,Soybean,Rabi,1219.12,28.42,34.25,24.05,76.85,6.63,101.91,28.83,21.4,21.81,0.76,203.01,5.248
Punjab,Cotton,Zaid,1053.89,39.6,48.67,31.02,56.85,6.23,103.59,33.56,21.39,7.87,7.78,213.69,3.33
Maharashtra,Maize,Rabi,843.64,21.5,26.69,13.92,46.34,6.8,82.36,42.83,16.99,13.61,12.34,406.42,4.911
Maharashtra,Maize,Kharif,529.45,30.63,40.29,22.71,74.33,6.2,79.65,16.56,42.06,7.47,10.22,964.0,4.897
Haryana,Barley,Kharif,693.33,31.32,39.76,25.71,64.47,7.28,94.06,20.26,25.23,7.28,7.91,616.63,4.086
Punjab,Barley,Kharif,1060.6,33.58,38.58,27.14,51.71,7.45,40.21,23.3,64.97,7.17,10.7,783.49,4.946
Maharashtra,Barley,Kharif,1082.7,25.7,32.7,19.29,66.03,7.44,37.46,23.18,15.53,14.72,12.98,821.91,4.477
Punjab,Barley,Rabi,975.4,22.28,29.13,14.77,76.12,7.63,88.39,31.59,17.24,13.7,10.08,904.19,4.453
Karnataka,Cotton,Kharif,578.87,19.92,29.74,12.77,70.83,7.09,36.14,19.59,28.53,23.35,0.73,741.17,2.957
Karnataka,Rice,Rabi,781.36,17.84,23.83,8.29,37.39,6.81,93.39,37.65,24.01,17.76,8.9,765.64,5.654
Karnataka,Rice,Rabi,712.56,25.94,33.4,20.14,86.16,6.22,40.91,18.24,70.19,17.7,11.61,550.36,5.022
Bihar,Maize,Kharif,926.77,29.51,34.54,20.13,61.59,6.94,73.46,58.0,34.6,13.27,14.39,401.34,5.965
Bihar,Barley,Kharif,707.61,20.84,26.07,12.05,73.85,6.68,89.23,57.36,34.6,2.14,2.09,1057.22,5.838
Maharashtra,Rice,Rabi,913.64,27.36,35.37,21.37,77.27,6.75,89.06,58.92,27.36,22.91,7.12,863.22,5.796
Maharashtra,Barley,Rabi,776.88,27.31,34.62,21.33,74.06,6.4,44.1,51.42,41.0,7.21,6.43,1120.63,4.435
Haryana,Wheat,Kharif,373.18,24.01,28.46,19.94,63.85,6.67,39.64,28.89,60.86,1.28,3.53,1195.89,5.296
Karnataka,Maize,Rabi,1274.93,27.57,31.98,18.67,63.9,6.93,20.14,27.41,57.31,13.91,8.62,357.35,5.226
Uttar Pradesh,Cotton,Kharif,909.92,31.34,38.44,25.28,71.54,7.0,58.2,13.99,77.53,3.69,12.06,213.94,3.595
Haryana,Maize,Rabi,489.4,24.64,31.88,15.88,48.21,7.21,53.61,12.26,74.35,15.0,9.66,640.51,5.132
Punjab,Wheat,Zaid,723.13,28.31,33.76,24.04,76.35,5.54,62.14,49.21,53.97,0.53,11.55,682.59,5.227
Maharashtra,Soybean,Zaid,900.07,27.88,34.5,22.18,64.93,5.25,51.11,31.71,15.76,10.34,7.32,666.02,3.174
Bihar,Wheat,Zaid,921.66,27.21,36.35,19.46,72.17,5.76,92.42,13.8,32.89,14.8,8.07,962.59,6.134
Karnataka,Soybean,Kharif,999.18,30.94,39.84,23.22,68.81,5.31,33.26,31.78,67.32,11.59,9.37,558.02,3.915
Punjab,Maize,Rabi,832.74,32.96,39.77,26.38,78.12,6.45,117.57,55.02,34.12,3.47,1.44,397.99,4.89
Bihar,Wheat,Zaid,586.2,26.36,35.37,20.09,52.21,6.79,116.78,47.1,39.16,6.06,14.9,476.17,5.031
Haryana,Barley,Zaid,1272.11,31.98,40.83,24.95,70.9,5.46,77.98,48.99,73.67,21.12,6.96,1033.99,5.358
Bihar,Rice,Rabi,946.59,17.66,25.81,11.81,54.67,7.38,78.55,51.88,16.51,6.39,8.64,306.1,6.379
Uttar Pradesh,Soybean,Rabi,889.69,32.26,36.46,27.56,67.89,7.19,74.58,25.61,41.74,14.43,9.48,467.9,4.018
Karnataka,Rice,Rabi,1138.17,19.84,27.99,12.94,54.0,6.41,43.63,56.7,37.45,15.31,8.63,1053.35,6.86
Bihar,Cotton,Rabi,842.9,27.49,36.66,21.94,50.68,7.31,113.43,49.1,36.77,20.43,3.77,815.57,4.259
Punjab,Maize,Zaid,518.97,25.19,31.32,16.49,75.84,5.95,97.29,36.93,27.2,4.78,4.87,503.01,4.784
Bihar,Cotton,Rabi,793.32,24.26,34.1,18.26,44.56,5.98,84.75,59.56,67.54,6.13,4.23,462.43,3.919
Karnataka,Cotton,Kharif,556.96,38.29,44.74,32.22,85.18,6.87,64.1,35.3,38.15,18.99,7.8,709.21,2.741
Punjab,Cotton,Kharif,960.41,30.09,35.54,23.93,77.63,6.38,38.72,58.94,19.02,24.36,1.5,517.51,3.656
Maharashtra,Rice,Kharif,1049.65,19.56,29.45,14.1,86.48,6.1,66.32,55.92,16.1,18.27,4.28,419.06,5.718
Uttar Pradesh,Barley,Rabi,1107.19,28.76,32.79,20.33,87.77,6.76,41.36,48.1,19.61,16.25,10.48,423.26,3.826
Karnataka,Barley,Rabi,779.55,29.47,33.88,23.4,64.19,6.0,96.79,19.5,24.3,6.16,13.2,880.93,4.409
Haryana,Cotton,Kharif,712.55,27.12,33.51,18.6,72.79,6.2,52.87,37.29,41.54,19.16,8.29,411.86,4.197
Uttar Pradesh,Barley,Zaid,1078.36,24.67,33.6,19.97,73.23,6.69,28.95,44.21,39.69,20.63,3.15,284.42,5.041
Bihar,Wheat,Zaid,1238.64,25.21,30.45,20.27,88.2,6.95,108.82,11.0,72.21,1.51,12.49,625.75,5.865
Uttar Pradesh,Rice,Zaid,861.49,26.04,35.93,17.05,90.29,6.24,89.66,25.8,50.52,6.32,10.11,542.13,5.765
Bihar,Rice,Zaid,640.71,21.71,26.48,13.3,79.35,5.37,97.91,23.62,33.5,2.01,5.14,797.45,5.585
Bihar,Barley,Zaid,1031.52,27.61,33.96,21.31,69.92,7.72,41.53,17.48,26.31,16.55,14.94,851.11,4.505
Karnataka,Soybean,Zaid,891.08,36.55,40.95,31.93,48.08,6.35,112.9,16.64,64.94,6.25,5.48,1098.99,4.198
Maharashtra,Cotton,Zaid,319.52,26.42,31.37,16.9,73.68,6.64,22.51,57.67,45.8,19.77,3.69,437.07,2.596
Bihar,Barley,Kharif,767.76,13.67,20.98,9.43,64.3,6.03,20.48,41.9,18.31,18.14,12.12,1038.79,3.667
Punjab,Wheat,Rabi,705.07,19.73,27.98,15.59,73.48,6.49,85.01,27.16,43.78,14.89,13.89,871.97,5.154
Bihar,Rice,Rabi,1042.77,26.51,31.15,19.82,60.82,6.22,101.13,38.37,30.12,13.64,11.16,702.95,6.18
Karnataka,Rice,Rabi,692.83,16.01,21.26,11.82,83.48,5.72,84.27,33.45,78.39,9.58,6.39,791.11,6.189
Karnataka,Cotton,Rabi,1003.68,20.9,25.79,14.36,65.97,7.16,115.52,44.43,79.17,6.54,3.53,506.53,4.728
Punjab,Rice,Kharif,783.08,30.78,38.66,21.44,67.4,5.98,28.84,21.07,35.09,14.69,8.55,843.07,5.442
Haryana,Rice,Rabi,658.54,28.68,33.16,22.62,70.15,6.08,48.38,22.16,73.51,22.4,8.88,935.04,6.438
Bihar,Cotton,Rabi,716.92,28.36,32.74,20.08,64.61,6.48,74.72,44.82,25.35,8.21,10.88,352.0,4.127
Maharashtra,Cotton,Rabi,1277.22,23.16,32.89,13.72,76.84,6.77,99.31,16.1,52.53,21.34,7.85,1123.79,4.688
Punjab,Cotton,Zaid,906.37,25.52,34.88,20.56,75.98,6.71,61.0,40.25,51.4,24.34,2.55,1148.44,3.83
Bihar,Barley,Zaid,264.03,27.36,36.4,18.64,63.89,5.75,31.53,17.64,60.91,23.94,9.69,302.38,3.119
Uttar Pradesh,Cotton,Kharif,953.3,25.83,34.18,21.07,69.82,6.59,28.02,37.79,46.21,16.88,3.68,556.63,3.706
Punjab,Barley,Rabi,1044.34,27.23,31.87,23.0,83.45,7.48,73.37,22.75,15.5,18.89,10.99,1172.54,4.667
Karnataka,Wheat,Kharif,1038.96,31.31,37.12,26.79,46.0,6.51,83.69,29.28,64.97,15.97,11.98,710.91,6.044
Haryana,Soybean,Rabi,1346.17,22.82,32.19,13.14,61.5,7.33,49.02,42.47,26.97,10.83,13.84,1010.91,4.761
Uttar Pradesh,Barley,Kharif,794.68,31.66,41.1,24.71,53.84,7.41,27.42,29.81,29.97,4.53,8.24,919.69,4.671
Uttar Pradesh,Maize,Kharif,728.28,27.86,37.6,18.29,47.39,6.37,37.43,46.35,69.96,20.67,9.83,1029.87,5.496
Haryana,Rice,Rabi,618.01,22.83,27.39,15.59,55.37,6.74,65.03,45.0,24.61,21.27,7.43,758.78,5.96
Karnataka,Wheat,Kharif,632.72,32.41,41.25,26.57,57.91,7.47,47.23,25.57,38.3,8.26,12.73,761.15,5.5
Bihar,Cotton,Kharif,612.08,17.64,23.93,9.55,83.23,5.36,39.37,30.98,30.73,17.08,8.01,1026.98,2.144
Maharashtra,Cotton,Rabi,828.14,24.66,29.56,15.65,53.27,7.33,90.26,54.3,64.48,20.7,5.15,1173.14,4.311
Maharashtra,Rice,Zaid,636.77,29.6,38.62,20.07,63.59,7.78,45.11,36.25,40.82,22.2,8.73,592.07,4.559
Bihar,Barley,Zaid,612.77,29.71,36.71,22.92,53.62,6.18,46.83,34.63,43.67,11.94,8.72,883.3,4.075
Maharashtra,Maize,Kharif,761.91,27.49,31.93,17.89,69.15,5.0,102.82,16.04,21.66,24.44,4.19,738.67,4.415
Karnataka,Soybean,Rabi,417.01,29.69,33.97,22.12,59.81,6.71,96.21,41.34,15.62,23.79,6.96,432.38,4.011
Uttar Pradesh,Rice,Rabi,688.7,23.23,31.1,18.43,53.02,5.61,71.43,59.79,33.43,1.93,0.92,520.55,6.37
Punjab,Rice,Kharif,1085.67,24.27,33.05,16.23,68.45,5.51,69.42,30.09,34.93,2.94,8.65,672.52,6.478
Karnataka,Cotton,Kharif,863.95,28.34,33.31,23.32,63.9,6.74,48.5,59.04,45.93,15.35,9.79,396.14,4.137
Maharashtra,Soybean,Rabi,952.14,14.31,21.96,9.66,65.6,5.9,64.93,40.6,16.75,17.77,12.82,724.14,3.953
Maharashtra,Barley,Rabi,844.33,30.11,39.31,24.11,69.89,6.33,45.1,42.12,36.23,23.81,3.25,923.94,4.338
Bihar,Wheat,Kharif,1032.98,30.6,35.22,23.79,47.25,6.58,107.9,49.97,35.34,5.28,5.18,895.94,6.404
Haryana,Cotton,Kharif,1027.76,23.11,29.89,16.1,61.67,7.32,104.94,44.9,76.82,6.81,2.83,267.3,4.243
Punjab,Soybean,Rabi,626.8,35.81,44.63,29.2,77.33,6.72,73.88,48.68,30.48,22.17,10.89,946.54,4.115
Maharashtra,Barley,Kharif,798.3,26.8,36.8,17.04,67.47,8.16,46.08,27.04,30.62,20.85,13.46,240.4,3.945
Maharashtra,Wheat,Rabi,906.12,22.08,31.06,12.48,70.37,5.58,87.64,39.59,68.24,12.09,8.44,474.67,6.166
Punjab,Cotton,Kharif,1486.95,26.23,31.67,21.08,80.06,6.02,57.74,52.29,68.64,3.22,8.73,505.61,4.478
Uttar Pradesh,Rice,Kharif,834.39,25.41,31.16,18.2,70.59,6.04,74.37,20.55,65.03,1.43,9.1,701.76,6.082
Uttar Pradesh,Wheat,Kharif,614.54,18.89,23.43,14.24,64.06,6.93,50.37,44.21,18.95,23.72,0.83,1049.14,5.565
Punjab,Wheat,Rabi,842.72,16.1,23.27,11.74,50.4,6.42,25.47,12.27,68.71,4.25,3.1,1144.12,4.838
Maharashtra,Wheat,Kharif,620.64,33.29,39.3,25.56,66.02,7.12,34.39,27.79,64.28,19.78,11.89,1174.57,4.539
Bihar,Cotton,Kharif,857.25,33.64,41.29,28.45,50.63,6.34,56.28,45.44,38.6,0.58,13.8,789.4,2.464
Haryana,Soybean,Kharif,991.54,16.59,26.24,11.01,69.47,6.47,68.33,28.46,36.75,24.81,10.95,455.78,3.732
Punjab,Wheat,Rabi,708.1,23.27,28.42,17.63,58.35,5.94,50.59,17.14,67.84,5.72,1.87,868.39,5.27
Bihar,Maize,Zaid,541.01,20.58,26.15,13.38,81.37,6.54,66.61,49.33,19.5,23.07,3.19,1036.58,3.997
Punjab,Cotton,Zaid,1102.61,24.44,33.45,16.1,65.96,7.2,43.21,42.39,31.96,20.81,10.72,586.09,3.642
Punjab,Soybean,Kharif,1112.62,27.31,32.67,19.24,54.79,7.01,118.78,54.55,20.66,11.78,13.67,420.26,4.585
Bihar,Wheat,Kharif,792.23,21.81,31.08,16.78,58.84,6.78,42.65,12.17,26.59,18.66,10.57,1091.73,4.783
Karnataka,Maize,Rabi,618.53,28.42,36.91,22.72,46.15,6.9,101.47,17.6,68.56,7.0,8.35,461.92,5.079
Karnataka,Wheat,Zaid,1033.84,23.67,31.28,17.78,56.09,6.42,28.95,27.5,20.85,0.67,1.24,792.21,5.069
Maharashtra,Wheat,Zaid,882.97,33.71,37.78,29.06,41.56,6.23,22.72,52.52,74.63,13.94,10.74,980.12,4.473
Maharashtra,Soybean,Zaid,665.71,27.57,33.13,23.54,51.73,5.34,26.33,33.46,76.34,3.09,4.47,1030.08,3.439
Punjab,Soybean,Zaid,619.61,26.7,32.82,18.97,67.58,6.07,58.65,43.73,48.12,18.11,11.04,231.05,3.621
Uttar Pradesh,Cotton,Kharif,934.72,17.66,23.51,8.22,63.95,6.71,111.19,40.03,23.96,15.84,12.02,537.84,3.8
Karnataka,Soybean,Rabi,1214.13,25.37,33.23,16.61,62.95,6.82,117.3,46.61,40.56,0.93,2.91,209.75,5.039
Karnataka,Cotton,Kharif,735.86,27.08,36.81,17.14,56.61,6.14,74.74,35.17,25.12,21.43,10.3,837.94,4.169
Maharashtra,Rice,Kharif,1005.59,22.21,29.96,13.98,89.27,5.82,98.88,56.48,45.97,19.9,5.13,903.23,6.548
Bihar,Barley,Rabi,972.19,23.25,28.14,14.4,72.11,6.8,67.59,13.76,59.76,12.33,12.97,408.63,4.618
Karnataka,Rice,Kharif,807.24,15.07,19.78,5.18,44.88,7.03,107.66,42.63,35.79,24.27,7.77,208.11,5.92
Bihar,Rice,Zaid,948.32,31.3,35.56,26.42,95.0,5.95,25.19,18.38,61.99,13.47,6.39,394.47,4.972
Maharashtra,Barley,Kharif,1060.62,27.17,34.38,21.12,41.21,5.72,31.64,53.63,48.13,8.39,0.74,797.85,4.93
Karnataka,Rice,Kharif,907.97,27.69,37.52,22.42,64.18,6.62,20.52,32.12,27.72,18.85,11.49,815.73,5.712
Karnataka,Soybean,Kharif,873.97,32.71,37.39,27.4,69.33,7.0,104.53,59.64,42.78,11.6,11.61,521.23,4.315
Uttar Pradesh,Soybean,Zaid,776.55,28.78,34.92,21.32,69.33,5.94,34.95,50.47,72.59,22.67,12.41,337.29,3.151
Karnataka,Maize,Rabi,1163.63,30.14,39.73,24.28,76.83,7.73,72.34,47.68,63.69,19.86,12.26,592.46,5.317
Karnataka,Cotton,Rabi,653.78,25.16,30.37,18.42,45.41,6.59,47.2,16.54,46.28,7.57,10.46,335.12,2.331
Haryana,Soybean,Kharif,1152.61,28.64,37.22,19.45,51.72,6.67,66.6,48.43,55.02,9.07,4.34,318.13,4.536
Maharashtra,Wheat,Rabi,620.87,30.21,37.75,23.06,70.6,7.45,62.29,34.71,30.17,1.34,4.76,1036.36,4.677
Bihar,Rice,Kharif,1094.63,27.55,32.33,23.42,68.51,6.98,101.4,37.02,36.68,20.27,3.33,339.85,6.664
Bihar,Cotton,Rabi,903.09,34.2,39.06,27.89,57.85,6.8,71.31,16.1,78.6,10.18,5.13,319.99,3.369
Punjab,Wheat,Rabi,649.5,28.64,35.81,22.03,57.85,7.62,105.93,59.19,38.11,17.6,13.05,226.94,4.98
Maharashtra,Cotton,Kharif,637.86,20.86,26.31,12.16,41.19,5.64,76.28,57.85,71.63,15.83,3.38,547.22,3.779
Karnataka,Barley,Zaid,779.95,17.58,27.37,7.78,69.56,6.55,63.84,25.67,25.03,1.27,1.11,891.57,4.652
Punjab,Soybean,Kharif,613.59,29.37,39.01,22.93,62.51,5.34,90.83,46.15,55.03,24.45,4.85,982.99,4.141
Punjab,Barley,Kharif,664.5,21.16,30.69,12.69,58.08,6.76,40.96,13.87,43.06,14.76,10.36,1015.42,4.18
Uttar Pradesh,Soybean,Rabi,1404.74,23.34,29.42,15.63,66.59,6.33,35.59,12.49,22.24,12.63,9.77,770.52,3.78
Punjab,Barley,Kharif,906.74,23.32,31.54,14.85,57.91,5.85,84.45,25.97,15.92,15.97,6.75,347.03,4.639
Bihar,Wheat,Rabi,601.22,23.68,33.09,15.55,80.38,7.76,85.33,23.85,55.93,3.85,10.76,1103.0,5.446
Haryana,Wheat,Zaid,445.9,24.89,29.42,15.41,60.72,7.68,99.34,21.23,16.98,5.59,7.52,257.77,4.51
Bihar,Maize,Rabi,595.22,30.29,35.53,25.76,59.3,7.42,65.98,59.61,35.57,12.09,9.7,289.07,4.925
Maharashtra,Soybean,Rabi,669.54,29.83,37.68,20.21,67.15,6.47,116.96,49.54,16.82,3.36,3.66,283.5,4.445
Maharashtra,Rice,Rabi,961.46,27.31,32.59,17.49,65.98,6.18,28.09,43.76,47.16,15.79,12.82,881.38,6.632
Karnataka,Maize,Zaid,869.59,33.73,40.33,26.48,62.0,8.06,59.25,37.88,40.67,22.59,5.91,930.93,4.091
Maharashtra,Soybean,Rabi,1029.42,23.1,31.66,13.4,77.75,6.89,107.62,48.12,69.29,18.39,7.93,752.42,5.18
Punjab,Wheat,Rabi,1162.57,25.56,31.68,20.67,63.48,6.6,56.98,11.66,36.43,9.48,3.9,486.32,5.869
